p,q,model,auc_roc,auc_pr,accuracy,f1
2.0,0.6,Logistic Regression,0.7472337419206703,0.7712068272720695,0.6993415145166118,0.685257715807614
2.0,0.6,Light GBM,0.9603729739468125,0.9528884604837962,0.9013768332834481,0.9034997803485137
2.0,0.6,Random Forest,0.99734525586661,0.9967058077508634,0.9516611792876384,0.9538900785153462
2.0,0.8,Logistic Regression,0.7486324703705274,0.7698294309121404,0.6985932355582161,0.683631793905121
2.0,0.8,Light GBM,0.9583806392259793,0.9501669122913502,0.896887159533074,0.8986913689163357
2.0,0.8,Random Forest,0.9969694366232135,0.9960840519268594,0.9530080814127506,0.9551172098341909
2.0,1.0,Logistic Regression,0.746394576520695,0.7700763520507435,0.695300808141275,0.6827672172016205
2.0,1.0,Light GBM,0.9617213542644196,0.9567183203313753,0.8989823406165819,0.9014742373376149
2.0,1.0,Random Forest,0.9968756385903562,0.9961847203349393,0.9528584256210715,0.9549807060168642
2.0,1.2,Logistic Regression,0.7355348785790288,0.7616873023974642,0.695300808141275,0.6797735136835483
2.0,1.2,Light GBM,0.9553026841019322,0.9477318326943474,0.8917988626159833,0.8940969679214882
2.0,1.2,Random Forest,0.9968990209080026,0.995877478104928,0.9549536067045795,0.9568953171989116
2.0,1.4,Logistic Regression,0.7502209449842734,0.7759572385984999,0.7026339419335528,0.6886068014417803
2.0,1.4,Light GBM,0.9601172914389092,0.9522628426526869,0.8998802753666567,0.9022072796374798
2.0,1.4,Random Forest,0.9969923262100282,0.9961636993932909,0.9551032624962587,0.9570323689487253
2.0,1.6,Logistic Regression,0.7517129339424442,0.7768852684434675,0.7021849745585154,0.6893537308773025
2.0,1.6,Light GBM,0.9563855272950036,0.9505270772832823,0.8904519604908709,0.8921944035346098
2.0,1.6,Random Forest,0.9963962562848937,0.9951243769670615,0.9546542951212212,0.956621331424481
2.0,1.8,Logistic Regression,0.7551253189200307,0.7728535048467342,0.7117629452259803,0.7000000000000001
2.0,1.8,Light GBM,0.9621529864729261,0.9568630503554153,0.901227177491769,0.9037900874635567
2.0,1.8,Random Forest,0.9974154924069731,0.996840193670101,0.9536067045794673,0.9556636155606407
2.0,2.0,Logistic Regression,0.743669685434366,0.7635030165247286,0.69096079018258,0.6751612395784176
2.0,2.0,Light GBM,0.9584064404040715,0.9542399444904346,0.8977850942831488,0.9001023840865878
2.0,2.0,Random Forest,0.997298849581013,0.9966078510492126,0.9531577372044299,0.9552537526804861
